1,1,1,1,1,
0.001779,0.071203,0.033429,17,0.408884,0.075925
0.268075,0.264115,0.123776,12,0.422308,0.276286
0.142943,0.0104325,0.237057,14,0.503613,0.186439
0.153407,0.0440256,0.260837,20,0.481585,0.219253
0.229376,0.0056778,0.044929,15,0.441004,0.156302
0.153407,0.15658,0.045411,11,0.195378,0.154318
0.164081,0.342941,0.080291,13,0.315817,0.238455
0,0.0190154,0.155791,9,0.427744,0.08728
0.153407,0.154807,0.037059,23,0.43903,0.181541
0.236954,0.0399906,0.184677,1,0.129797,0.181356
0,0.12572,0.224516,0,0.214615,0.120418
0.316394,0.226193,0.086338,13,0.493669,0.277202
0.113568,0.2004,0.295708,2,0.325424,0.226011
0.001779,0.113465,0.195456,9,0.334607,0.127806
0.261876,0.133536,0.099745,10,0.257875,0.213736
0,0.066807,0.071029,3,0.352951,0.0601428
0.107436,0.0608917,0.030386,30,0.492173,0.143588
0.001779,0.112755,0.028232,12,0.0890247,0.0656911
0.001779,0.11683,0.305255,19,0.222986,0.179045
0,0.0428467,0.022287,32,0.325864,0.0848364
0.003558,0.303889,0.019088,3,0.424016,0.122201
0.200758,0.145682,0.191372,24,0.388503,0.251643
0.271806,0.298999,0.122199,10,0.414804,0.284704
0.208202,0.151545,0.276082,2,0.431013,0.249431
0.005337,0.331457,0.04242,21,0.314377,0.166291
0.001779,0.169681,0.124979,5,0.456381,0.119681
0.156731,0.0494282,0.086979,19,0.391076,0.157686
0.154391,0.0252363,0.23434,19,0.366596,0.19826
0.2199,0.0126545,0.291481,9,0.335979,0.22387
0,0.0057098,0.069123,10,0.396729,0.0539425
0.106322,0.256528,0.1881,42,0.419383,0.276816
0.298129,0.0771815,0.035137,4,0.120967,0.173688
0,0.134396,0.031407,8,0.296375,0.0744217
0.242842,0.0454098,0.305908,7,0.20689,0.240509
0.095685,0.0494725,0.133965,15,0.407499,0.140834
0.142943,0.332977,0.050153,2,0.309407,0.196531
0.14828,0.396725,0.304233,5,0.424299,0.315669
0.233878,0.110749,0.057863,4,0.463398,0.177998
0.190052,0.2725,0.023593,8,0.394611,0.202656
0,0.0645592,0.033187,11,0.439188,0.0638359
0.279275,0.0332458,0.287059,14,0.278262,0.261114
0.001779,0.221663,0.055967,7,0.175825,0.104669
0.081755,0.00858337,0.277879,13,0.29097,0.162661
0,0.0423837,0.111535,17,0.447533,0.0942158
0.001779,0.0608643,0.019393,21,0.257023,0.0685641
0.169012,0.123651,0.03669,1,0.382714,0.138075
0.103095,0.04736,0.024798,13,0.411322,0.102856
0.153407,0.177487,0.336538,11,0.494689,0.272492
0.128685,0.0382251,0.286578,15,0.531336,0.208794
0.281669,0.0317712,0.063026,28,0.425441,0.215407
0.256837,0.130321,0.188094,19,0.480246,0.265251
0,0.181487,0.05546,13,0.215325,0.102916
0.003558,0.0590736,0.05498,30,0.430935,0.103532
0.012453,0.0218957,0.165487,6,0.413859,0.0912004
0.153407,0.251825,0.083931,13,0.269665,0.204203
0.001779,0.0981694,0.173989,6,0.405326,0.113326
0.234658,0.128063,0.257518,34,0.519217,0.306005
0.20894,0.0235384,0.154005,6,0.370045,0.171845
0.208202,0.134884,0.042082,10,0.444031,0.178631
0.199477,0.475441,0.152379,7,0.453672,0.315879
0.242842,0.0892825,0.097222,13,0.318259,0.198137
0.142943,0.0487002,0.050817,22,0.326496,0.141639
0.223501,0.381297,0.198513,16,0.422415,0.326456
0.186392,0.0730442,0.123583,11,0.41526,0.177817
0.28853,0.155945,0.041899,9,0.436186,0.218303
0.005337,0.0166222,0.025736,15,0.394408,0.0534706
0,0.0110109,0.037057,16,0.342001,0.0528089
0.005337,0.0482777,0.061739,21,0.5038,0.0906247
0.142943,0.164893,0.066401,31,0.294344,0.198095
0.153407,0.0172824,0.018054,19,0.279633,0.117961
0.208855,0.0037151,0.039517,11,0.478293,0.139485
0.003558,0.0334775,0.115888,11,0.437038,0.0836442
0.142943,0.0148171,0.205009,12,0.461946,0.171748
0.219062,0.218829,0.188488,11,0.503478,0.26415
0.003558,0.328852,0.108357,8,0.444607,0.170059
0.001779,0.0631087,0.069794,5,0.365158,0.0632721
0.14828,0.033525,0.04069,10,0.275563,0.11291
0.003558,0.0809902,0.131804,7,0.298428,0.0916204
0.001779,0.152318,0.195623,3,0.461741,0.135036
0.141791,0.0176326,0.293893,12,0.56735,0.206762
0.479534,0.384073,0.071566,8,0.465319,0.383803
0.253195,0.148258,0.073094,7,0.410552,0.206574
0.217429,0.388286,0.074107,36,0.367251,0.31584
0,0.0436927,0.258157,31,0.436685,0.168375
0.331093,0.139065,0.06335,10,0.38555,0.238512
0.208855,0.127657,0.07181,11,0.433264,0.18805
0.184195,0.325373,0.114197,6,0.362815,0.243064
0,0.00841424,0.311345,15,0.135208,0.135418
0.206013,0.140139,0.041954,11,0.180283,0.170278
0.007116,0.0176672,0.058386,21,0.342492,0.0739576
0.142943,0.236293,0.06432,18,0.436385,0.203428
0.001779,0.0295596,0.195623,16,0.461741,0.118463
0.001779,0.126671,0.232159,12,0.513355,0.156986
0.005337,0.251021,0.13597,11,0.395564,0.158706
0.208775,0.0475351,0.043743,29,0.214315,0.175118
0.118754,0.086193,0.074594,11,0.506576,0.139456
0.177319,0.0416983,0.093681,10,0.381319,0.150582
0,0.0533982,0.095827,24,0.173731,0.0932764
0,0.0436046,0.057187,9,0.419471,0.0611119
0.183452,0.0179728,0.068342,11,0.408139,0.139895
0.173358,0.24433,0.190634,15,0.407791,0.256024
0.194281,0.0286407,0.23682,14,0.511662,0.214896
0.273845,0.0349795,0.056685,19,0.39397,0.194033
0.010674,0.0191675,0.264809,12,0.536119,0.138781
